child_id,child_document_type,child_identifier,referenced_document_type,referenced_identifier,referenced_title,referenced_date,reason,reference_text,context
19674,proclamation,4559,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Proclamation No. 4445, of June 11, 1976, as modified by Proclamation No. 4477 of November 16, 1976, and Proclamation No. 4509 of June 15, 1977, imposed quantitative restrictions on the importation of certain articles of specialty steels. Section 203(h)(4) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2253(h) (4)) permits the President to reduce or terminate any such relief if, after taking into account advice received from the United States International Trade Commission (USITC) and after seeking advice from the Secretaries of Commerce and Labor, the President determines that the reduction or termination is in the national interest."
19695,proclamation,4539,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. By Proclamation 4334, of November 16, 1974, the President modified Subpart A, Part 10, Schedule 1 of the Tariff Schedules of the United States (19 U.S.C. 1202, hereinafter referred to as the ""TSUS"") to establish, effective January 1, 1975, following expiration of the Sugar Act of 1948, a rate of duty and quota applicable to sugars, sirups and molasses described in items 155.20 and 155.30 of the TSUS. By Proclamation 4463 of September 21, 1976, as amended by Proclamation 4466, of October 4, 1976, the President modified the rate of duty applicable to such sugars, sirups and molasses."
19695,proclamation,4539,proclamation,4463,,,outside_corpus,Proclamation 4463,"1. By Proclamation 4334, of November 16, 1974, the President modified Subpart A, Part 10, Schedule 1 of the Tariff Schedules of the United States (19 U.S.C. 1202, hereinafter referred to as the ""TSUS"") to establish, effective January 1, 1975, following expiration of the Sugar Act of 1948, a rate of duty and quota applicable to sugars, sirups and molasses described in items 155.20 and 155.30 of the TSUS. By Proclamation 4463 of September 21, 1976, as amended by Proclamation 4466, of October 4, 1976, the President modified the rate of duty applicable to such sugars, sirups and molasses."
19695,proclamation,4539,proclamation,4463,,,outside_corpus,Proclamation 4463,"B. Those parts of Proclamation 4334 of November 16, 1974, Proclamation 4463 of September 21, 1976, and Proclamation 4466 of October 4, 1976, which are inconsistent with the provisions of paragraph (A) above are hereby terminated."
19696,proclamation,4538,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. The Secretary of Agriculture has advised me that he has reason to believe that certain sugars, sirups, and molasses, derived from sugar cane or sugar beets, classified under items 155.20 and 155.30, of the Tariff Schedules of the United States (TSUS) (19 U.S.C. 1202), are being, or are practically certain to be, imported into the United States under such conditions and in such quantities as to render or tend to render ineffective, or to materially interfere with, the price support operations now being conducted by the Department of Agriculture for sugar cane and sugar beets, or to reduce substantially the amount of any product being processed in the United States from domestic sugar beets and sugar cane."
19722,proclamation,4511,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. On March 22, 1977, the United States International Trade Commission (USITC) reported to the President (USITC Publication 808) the results of its investigation under subsection (b) of section 201 of the Trade Act (19 U.S.C. 2251 (b)) (the Trade Act). The USITC determined that color television receivers assembled or not assembled, finished or not finished, provided for in item 685.20 of the Tariff Schedules of the United States (TSUS) are being imported into the United States in such increased quantities as to be a substantial cause of serious injury to the domestic industry producing articles like or directly competitive with the imported articles. By an evenly divided vote, three USITC Commissioners determined serious injury to exist in the monochrome television receiver industry and three Commissioners made no determination of injury with respect to the monochrome receiver industry. The Commissioners also had an evenly divided determination on the question of injury to that portion of the industry producing subassemblies of color television receivers, also provided for in item 685.20 of the TSUS. On those articles on which an injury determination was made, the Commission recommended the imposition of an increased tariff."
19722,proclamation,4511,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"(3) The President's authority in section 203 (g) (1) and (2) of the Trade Act (19 U.S.C. 2253(g) (1) and (2)) to prescribe regulations governing the entry or withdrawal from warehouse of articles covered by the orderly marketing agreement and to issue rules and regulations governing the entry, or withdrawal from warehouse, for consumption of like articles which are the product of countries not parties to such agreement, has been delegated to the Secretary of the Treasury pursuant to section 5(b) of Executive Order No. 11846. Such authority shall be exercised by the Secretary of the Treasury, upon direction by the Special Representative, in consultation with representatives of the member agencies of the Trade Policy Staff Committee."
19723,proclamation,4510,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. On February 8, 1977, the United States International Trade Commission (USITC) reported to the President (USITC Publication 799) the results of its investigation under section 201(b) of the Trade Act (19 U.S.C. 2251 (b)) (the Trade Act). The USITC determined that footwear provided for in items 700.05 through 700.85, inclusive (except items 700.51, 700.52, 700.53, 700.54, and 700.60, and disposable footwear designed for one-time use provided for in item 700.85) of the Tariff Schedules of the United States (TSUS), are being imported into the United States in such increased quantities as to be a substantial cause of serious injury to the domestic industry producing articles like or directly competitive with the imported articles. The USITC recommended the imposition of certain tariff rate quotas on imports of the above specified articles."
19723,proclamation,4510,executive_order,11846,,,outside_corpus,Executive Order No. 11846,"(3) The President's authority under section 203(e) (2) of the Trade Act (19 U.S.C. 2253(e) (2)), to negotiate orderly marketing agreements with other foreign suppliers after import relief goes into effect is hereby delegated to the Special Representative for Trade Negotiations (hereinafter referred to as the ""Special Representative""). The President's authority under section 203 (e) (3) of the Trade Act ( 19 U.S.C. 2253 (e) (3) ) to determine that any agreement negotiated pursuant to section 203(a) (4) or 203(e) (2) of the Trade Act (19 U.S.C. 2253 (a) (4) and (e) (2)) is no longer effective is hereby delegated to the Special Representative, to be exercised in conformity with paragraph (4) (a) below. In the event of such a determination, the Special Representative shall prepare any proclamations that may be appropriate to implement import relief authorized by section 203(e)(3) of the Trade Act (19 U.S.C. 2253(e) (3)). The President's authority in section 203(g) (1) and (2) of the Trade Act (19 U.S.C. 2253 (g) (1) and (2)) to prescribe regulations governing the entry, or withdrawal from warehouse, for consumption of articles covered by the orderly marketing agreements and to issue rules and regulations governing the entry, or withdrawal from warehouse, for consumption of like articles which are the product of countries not parties to such agreements, has been delegated to the Secretary of the Treasury pursuant to section 5 (b) of Executive Order No. 11846. Such authority shall be exercised by the Secretary of the Treasury, upon direction by the Special Representative in consultation with representatives of member agencies of the Trade Policy Staff Committee."
19724,proclamation,4509,proclamation,1,,,outside_corpus,Proclamation   1,"A Proclamation   1. Proclamation No. 4445, of June 11, 1976, as modified by Proclamation No. 4477 of November 16, 1976, imposed quantitative restrictions on the importation of certain articles of specialty steels. Section 203(h)(4) of the Trade Act of 1974 (the Trade Act) (19 U.S.C. 2253 (h) (4)) permits the President to reduce or terminate any such restrictions if, after taking into account advice received from the United States International Trade Commission (USITC) and after seeking advice from the Secretaries of Commerce and Labor, the President determines that the reduction or termination is in the national interest."
